ID,biEncoder score,crossEncoder score
,tensor([0.8858]),0.941841781
,tensor([0.9494]),0.975819826
,tensor([0.9544]),0.791530013
,tensor([0.8425]),0.783388197
,tensor([0.9735]),0.934530675
,tensor([0.9004]),0.818137527
,tensor([0.9064]),0.950344682
FAB_259,,
,tensor([0.9873]),0.993632853
,tensor([0.9767]),0.988875806
,tensor([0.9302]),0.986372292
,tensor([0.9769]),0.974339068
,tensor([0.9709]),0.803455055
,tensor([0.9866]),0.982023656
,tensor([0.9774]),0.983007431
,tensor([0.9857]),0.980203927
,tensor([0.9672]),0.994115472
,tensor([0.9741]),0.995828927
,tensor([0.9645]),0.696079195
,tensor([0.8789]),0.560130179
,tensor([0.9976]),0.99649471
,tensor([0.8803]),0.97431618
,tensor([0.9331]),0.971590877
,tensor([0.9936]),0.996169627
,tensor([0.9789]),0.994695485
,tensor([0.9522]),0.940861046
,tensor([0.9921]),0.994763374
,tensor([0.9156]),0.963103116
,tensor([0.9467]),0.994076252
,tensor([0.9766]),0.99649018
,tensor([0.9847]),0.978343844
,tensor([0.9311]),0.979951262
,tensor([0.9598]),0.979638457
,tensor([0.9480]),0.732875943
,tensor([0.9148]),0.678581893
,tensor([0.9409]),0.767792702
,tensor([0.9250]),0.993493855
,tensor([0.9307]),0.796708524
,tensor([0.8802]),0.590968013
,tensor([0.9641]),0.903079629
,tensor([0.8393]),0.802379191
,tensor([0.9262]),0.978089392
,tensor([0.9088]),0.968861818
,tensor([0.9724]),0.975533903
,tensor([0.9352]),0.995441914
,tensor([0.8106]),0.658210933
,tensor([0.8486]),0.703010142
,tensor([0.9222]),0.813704252
,tensor([0.9115]),0.949480057
,tensor([0.9552]),0.944025099
,tensor([0.9410]),0.975017846
,tensor([0.9602]),0.990519881
,tensor([0.9713]),0.956849217
,tensor([0.8320]),0.921768129
,tensor([0.9454]),0.972723067
,tensor([0.9621]),0.950304747
,tensor([0.9443]),0.833734512
,tensor([0.9809]),0.993783593
,tensor([0.8915]),0.978551447
,tensor([0.9231]),0.995368838
,tensor([0.8822]),0.968985915
,tensor([0.9652]),0.915235937
,tensor([0.9142]),0.986533046
,tensor([0.9487]),0.559522927
,tensor([0.9236]),0.959903598
,tensor([0.8693]),0.575368047
,tensor([0.9354]),0.975254774
,tensor([0.9762]),0.985182941
,tensor([0.9763]),0.969187438
,tensor([0.9459]),0.996362746
,tensor([0.9643]),0.981428742
,tensor([0.9178]),0.972234666
,tensor([0.9442]),0.855521381
,tensor([0.9474]),0.983913004
FAB_260,,
,tensor([0.9956]),0.996472776
,tensor([0.9841]),0.996512592
,tensor([0.9071]),0.851379931
,tensor([0.9826]),0.996696472
,tensor([0.9026]),0.868400276
,tensor([0.9275]),0.993563414
,tensor([0.8830]),0.841169715
,tensor([0.9404]),0.949644506
,tensor([0.9540]),0.965273619
,tensor([0.8976]),0.892717957
,tensor([0.8681]),0.843532681
,tensor([0.9694]),0.995121062
,tensor([0.8994]),0.875662506
,tensor([0.9768]),0.995986402
,tensor([0.9202]),0.836587548
,tensor([0.9373]),0.904251575
,tensor([0.9708]),0.984908104
,tensor([0.9066]),0.975584149
,tensor([0.8941]),0.931038976
,tensor([0.9335]),0.991962612
,tensor([0.8912]),0.892545819
,tensor([0.9467]),0.996678472
,tensor([0.8858]),0.895574987
,tensor([0.8731]),0.875184536
,tensor([0.9713]),0.995847404
,tensor([0.9422]),0.96926558
,tensor([0.9073]),0.975121081
,tensor([0.8265]),0.883230805
,tensor([0.8625]),0.780472279
,tensor([0.9369]),0.9965927
,tensor([0.9018]),0.839193285
,tensor([0.9537]),0.996690869
,tensor([0.8400]),0.882520974
,tensor([0.8965]),0.977732241
,tensor([0.9355]),0.959789455
,tensor([0.9743]),0.99667573
,tensor([0.9309]),0.918199778
,tensor([0.8120]),0.7945351
,tensor([0.8431]),0.859412432
,tensor([0.8213]),0.974192977
,tensor([0.9016]),0.85512495
,tensor([0.9692]),0.996203244
,tensor([0.9690]),0.996685088
,tensor([0.8692]),0.876504481
,tensor([0.9717]),0.996333718
,tensor([0.9477]),0.995876312
,tensor([0.9350]),0.994517028
,tensor([0.8989]),0.896386802
,tensor([0.8614]),0.800684631
,tensor([0.8508]),0.910462976
,tensor([0.8448]),0.893437684
,tensor([0.9786]),0.996489346
,tensor([0.8260]),0.735828459
,tensor([0.9399]),0.996691704
,tensor([0.8960]),0.877036095
,tensor([0.8289]),0.785938084
,tensor([0.8951]),0.996280849
,tensor([0.8737]),0.858820379
,tensor([0.9661]),0.971886516
,tensor([0.9416]),0.903032839
,tensor([0.9028]),0.847008348
,tensor([0.8505]),0.804041862
,tensor([0.8439]),0.909171879
,tensor([0.9780]),0.996491015
,tensor([0.9316]),0.996697783
,tensor([0.8379]),0.897578955
,tensor([0.9202]),0.930008531
,tensor([0.8417]),0.804261684
,tensor([0.8515]),0.897825301
,tensor([0.9165]),0.965153873
,tensor([0.9008]),0.881358147
,tensor([0.9403]),0.985968709
,tensor([0.9158]),0.967782378
,tensor([0.9363]),0.995855153
,tensor([0.8834]),0.873313189
,tensor([0.9806]),0.996696591
,tensor([0.7257]),0.700850427
,tensor([0.9285]),0.910657167
,tensor([0.9214]),0.993353605
,tensor([0.7762]),0.792136848
FAB_261,,
,tensor([0.9801]),0.996736586
,tensor([0.9360]),0.781464398
,tensor([0.9676]),0.961840391
,tensor([0.8592]),0.902413726
,tensor([0.9179]),0.918547988
,tensor([0.9784]),0.99672544
,tensor([0.9009]),0.943344533
,tensor([0.9125]),0.919222236
,tensor([0.9429]),0.95238632
,tensor([0.9457]),0.990129411
,tensor([0.8945]),0.929981172
,tensor([0.8813]),0.967209637
,tensor([0.9313]),0.995032668
,tensor([0.9539]),0.996456921
,tensor([0.9057]),0.962196708
,tensor([0.9456]),0.98809737
,tensor([0.9330]),0.984810829
,tensor([0.9159]),0.99009037
,tensor([0.9367]),0.985414624
,tensor([0.8537]),0.838609695
,tensor([0.9062]),0.986316383
,tensor([0.9477]),0.978342175
,tensor([0.9657]),0.75456351
,tensor([0.8877]),0.995794535
,tensor([0.5002]),0.687104881
,tensor([0.9612]),0.99643904
,tensor([0.9445]),0.996516466
,tensor([0.9440]),0.950876176
,tensor([0.9492]),0.99673599
,tensor([0.9226]),0.995012462
,tensor([0.9089]),0.77357924
,tensor([0.9385]),0.996759832
,tensor([0.8720]),0.925443113
,tensor([0.9169]),0.723365307
,tensor([0.9046]),0.996691585
,tensor([0.9477]),0.996733189
,tensor([0.8936]),0.996564925
,tensor([0.9425]),0.982694566
,tensor([0.8908]),0.996486306
,tensor([0.9430]),0.995831072
,tensor([0.9083]),0.981601238
,tensor([0.8726]),0.991933644
,tensor([0.8527]),0.799505413
,tensor([0.9655]),0.937315404
,tensor([0.9187]),0.995925546
,tensor([0.8612]),0.952856898
,tensor([0.9647]),0.970586777
,tensor([0.9423]),0.93708986
,tensor([0.8973]),0.996499181
,tensor([0.8447]),0.829883277
,tensor([0.9355]),0.994769156
,tensor([0.9252]),0.995773256
,tensor([0.9543]),0.996725917
,tensor([0.9012]),0.918423235
,tensor([0.9024]),0.801435649
FAB_262,,
,tensor([0.9959]),0.996614397
,tensor([0.9493]),0.719201624
,tensor([0.9879]),0.974681854
,tensor([0.9525]),0.72298485
,tensor([0.9548]),0.903580785
,tensor([0.9787]),0.978483915
,tensor([0.9543]),0.651350141
,tensor([0.9762]),0.993105352
,tensor([0.9901]),0.996640921
,tensor([0.9802]),0.993012488
,tensor([0.9290]),0.595084608
,tensor([0.9299]),0.593616784
,tensor([0.9767]),0.992780268
,tensor([0.9763]),0.981662929
,tensor([0.9850]),0.988592625
,tensor([0.9854]),0.995347559
,tensor([0.9221]),0.990869641
,tensor([0.9335]),0.688129723
,tensor([0.9843]),0.99563235
,tensor([0.9701]),0.920034707
,tensor([0.9468]),0.932032049
,tensor([0.9620]),0.973287344
,tensor([0.9780]),0.981489599
,tensor([0.7953]),0.598282635
,tensor([0.9538]),0.974303722
,tensor([0.9813]),0.993396103
,tensor([0.9593]),0.92659235
,tensor([0.9254]),0.990027964
,tensor([0.9555]),0.64761281
,tensor([0.9589]),0.973142028
,tensor([0.9890]),0.994866729
,tensor([0.8802]),0.604528904
,tensor([0.9637]),0.955717862
,tensor([0.9626]),0.932467699
,tensor([0.9811]),0.977638006
,tensor([0.9168]),0.65350771
,tensor([0.9538]),0.983578682
,tensor([0.9250]),0.945367277
,tensor([0.9659]),0.969700456
,tensor([0.9339]),0.92921263
,tensor([0.9943]),0.995317459
,tensor([0.9457]),0.762301326
FAB_264,,
,tensor([0.9867]),0.996619105
,tensor([0.9716]),0.961612999
,tensor([0.9779]),0.946279168
,tensor([0.9758]),0.924461067
,tensor([0.9515]),0.995509505
,tensor([0.9098]),0.973633468
,tensor([0.9659]),0.926314652
,tensor([0.9316]),0.852544487
,tensor([0.9515]),0.951260805
,tensor([0.9237]),0.945178568
,tensor([0.9134]),0.906704903
,tensor([0.9480]),0.824634671
,tensor([0.9608]),0.907425225
,tensor([0.9518]),0.874242067
,tensor([0.9583]),0.889448524
,tensor([0.9556]),0.891666532
,tensor([0.9244]),0.903085709
,tensor([0.7685]),0.627662539
,tensor([0.9528]),0.909901261
,tensor([0.8767]),0.869754374
,tensor([0.8984]),0.971078575
,tensor([0.9622]),0.977752507
,tensor([0.9440]),0.964517772
,tensor([0.9415]),0.914658248
,tensor([0.9610]),0.956926167
,tensor([0.9496]),0.930141449
,tensor([0.9117]),0.953636706
,tensor([0.8627]),0.597994328
,tensor([0.8840]),0.834578097
,tensor([0.9514]),0.927086949
,tensor([0.9558]),0.941096842
,tensor([0.9778]),0.903132856
,tensor([0.9321]),0.844173789
,tensor([0.8631]),0.880480051
,tensor([0.9070]),0.709007144
,tensor([0.8853]),0.888114095
,tensor([0.9261]),0.992194891
,tensor([0.9475]),0.989120841
,tensor([0.9380]),0.975552261
,tensor([0.9117]),0.787329733
,tensor([0.9203]),0.852353811
,tensor([0.9096]),0.608482659
,tensor([0.9647]),0.880657434
,tensor([0.8663]),0.636382401
,tensor([0.9398]),0.940348387
,tensor([0.7592]),0.513540983
,tensor([0.9523]),0.953633904
,tensor([0.9513]),0.940941989
,tensor([0.7562]),0.475703031
,tensor([0.9377]),0.994385004
,tensor([0.8571]),0.465499908
,tensor([0.9639]),0.975251377
,tensor([0.9258]),0.610019565
,tensor([0.9646]),0.993689895
,tensor([0.9517]),0.914271176
,tensor([0.9173]),0.654526293
,tensor([0.9055]),0.568470597
FAB_265,,
,tensor([0.0932]),0.058115486
,tensor([0.0909]),0.075117692
,tensor([0.1081]),0.052613512
,tensor([0.0908]),0.050084155
,tensor([0.0947]),0.049980968
,tensor([0.0733]),0.06430044
,tensor([0.0514]),0.024256164
,tensor([0.0823]),0.110502511
,tensor([0.0981]),0.045878794
,tensor([0.1151]),0.055393253
,tensor([0.0891]),0.071572602
,tensor([0.0847]),0.051077005
,tensor([0.1199]),0.03315175
,tensor([0.0831]),0.120674103
,tensor([0.1140]),0.017043017
,tensor([0.0792]),0.05995848
,tensor([0.0706]),0.073038295
,tensor([0.1212]),0.074822083
,tensor([0.1135]),0.073164433
,tensor([0.0393]),0.049061734
,tensor([0.1133]),0.051794335
,tensor([0.0866]),0.033172537
,tensor([0.1028]),0.063158266
,tensor([0.0974]),0.056718566
,tensor([0.0954]),0.055901125
,tensor([0.0954]),0.058701232
,tensor([0.0966]),0.024979489
,tensor([0.0751]),0.039855704
,tensor([0.0989]),0.043071762
,tensor([0.0334]),0.088818133
,tensor([0.0568]),0.022488352
,tensor([0.0592]),0.027455142
,tensor([0.0729]),0.051123295
,tensor([0.1131]),0.082369708
,tensor([0.1129]),0.042930409
,tensor([0.0929]),0.074178301
,tensor([0.0939]),0.072256781
,tensor([0.0944]),0.024204068
,tensor([0.0874]),0.046520784
,tensor([0.1095]),0.044434946
,tensor([0.0745]),0.004964268
,tensor([0.0882]),0.027564747
,tensor([0.0867]),0.037876882
,tensor([0.1099]),0.049000904
,tensor([0.1053]),0.03384741
,tensor([0.0943]),0.06018417
,tensor([0.1049]),0.049424935
,tensor([0.0731]),0.056069374
,tensor([0.0377]),0.093344897
,tensor([0.0872]),0.037156109
,tensor([0.0812]),0.052827988
,tensor([0.1071]),0.131101906
,tensor([0.0989]),0.045794837
,tensor([0.0878]),0.054214597
,tensor([0.1048]),0.068395682
,tensor([0.0792]),0.078979664
,tensor([0.1011]),0.040575698
,tensor([0.0516]),0.051638015
,tensor([0.1204]),0.020528441
,tensor([-0.0302]),0.037188612
,tensor([0.0393]),0.049061734
,tensor([0.0334]),0.088818133
,tensor([0.0334]),0.088818133
,tensor([0.0377]),0.093344897
,tensor([-0.0302]),0.037188612
FAB_266,,
,tensor([0.9959]),0.99667716
,tensor([0.9908]),0.995217919
,tensor([0.9652]),0.834264278
,tensor([0.8610]),0.926608384
,tensor([0.8652]),0.988735259
,tensor([0.8420]),0.977162659
,tensor([0.9489]),0.824510276
,tensor([0.9591]),0.965572298
,tensor([0.9571]),0.965848088
,tensor([0.8986]),0.944375515
,tensor([0.9548]),0.996664822
,tensor([0.9659]),0.958516002
,tensor([0.9554]),0.962572992
,tensor([0.9322]),0.848056614
,tensor([0.9387]),0.917959452
,tensor([0.9233]),0.853202462
,tensor([0.9587]),0.807786942
,tensor([0.9456]),0.762306809
,tensor([0.9726]),0.994593918
,tensor([0.9709]),0.995505333
,tensor([0.9518]),0.805717289
,tensor([0.9391]),0.784770072
,tensor([0.7918]),0.853680193
,tensor([0.9245]),0.996702492
,tensor([0.9489]),0.992569506
,tensor([0.9643]),0.967011511
,tensor([0.7944]),0.8342641
,tensor([0.8355]),0.933268368
,tensor([0.9450]),0.864700377
,tensor([0.9154]),0.949595273
,tensor([0.9793]),0.97835815
,tensor([0.9629]),0.962269127
,tensor([0.9371]),0.99474299
,tensor([0.9826]),0.995851755
,tensor([0.9466]),0.983475804
,tensor([0.8250]),0.571014166
,tensor([0.9469]),0.948500872
,tensor([0.9521]),0.99672842
,tensor([0.9924]),0.996647298
,tensor([0.8893]),0.948077857
,tensor([0.9739]),0.996700227
,tensor([0.9745]),0.992624581
,tensor([0.9695]),0.972534597
,tensor([0.9210]),0.83139497
FAB_267,,
,tensor([0.9925]),0.996778548
,tensor([0.9495]),0.916485965
,tensor([0.9663]),0.917132676
,tensor([0.8360]),0.829997361
,tensor([0.9526]),0.987904906
,tensor([0.9479]),0.99102962
,tensor([0.8806]),0.921324611
,tensor([0.9654]),0.939020455
,tensor([0.9351]),0.951576114
,tensor([0.8404]),0.745231569
,tensor([0.9317]),0.908248901
,tensor([0.9689]),0.983412743
,tensor([0.9457]),0.948636353
,tensor([0.7495]),0.675713062
,tensor([0.9706]),0.98429811
,tensor([0.9450]),0.902089298
,tensor([0.6679]),0.720360875
,tensor([0.6683]),0.649851084
,tensor([0.9419]),0.938417017
,tensor([0.9264]),0.955482841
,tensor([0.9665]),0.950628817
,tensor([0.8601]),0.996420383
,tensor([0.8773]),0.837994874
,tensor([0.9523]),0.910528481
,tensor([0.9800]),0.94906801
,tensor([0.9530]),0.90203619
,tensor([0.9559]),0.954084218
,tensor([0.9257]),0.862278044
,tensor([0.9057]),0.936316788
,tensor([0.9596]),0.880219698
,tensor([0.9583]),0.908168197
,tensor([0.9654]),0.996313155
,tensor([0.7468]),0.626681507
,tensor([0.8733]),0.858717322
,tensor([0.9393]),0.934625089
,tensor([0.9606]),0.878832579
,tensor([0.9429]),0.901112437
,tensor([0.9580]),0.89514035
,tensor([0.9882]),0.996546209
,tensor([0.9542]),0.921298683
,tensor([0.7545]),0.681183219
FAB_268,,
,tensor([0.9701]),0.996440589
,tensor([0.8107]),0.927401721
,tensor([0.9425]),0.952564418
,tensor([0.8924]),0.726181924
,tensor([0.7756]),0.872501671
,tensor([0.8716]),0.931308448
,tensor([0.9255]),0.946762383
,tensor([0.7583]),0.937629998
,tensor([0.9082]),0.900235832
,tensor([0.9213]),0.88591969
,tensor([0.9598]),0.88482374
,tensor([0.8550]),0.900277436
,tensor([0.9299]),0.941233277
,tensor([0.8179]),0.921907306
,tensor([0.8490]),0.801335871
,tensor([0.7998]),0.633161247
,tensor([0.8553]),0.542881429
,tensor([0.6996]),0.795171201
,tensor([0.7777]),0.655662
,tensor([0.5820]),0.469436318
,tensor([0.8233]),0.910649478
,tensor([0.9201]),0.709642053
,tensor([0.9297]),0.739335179
,tensor([0.9631]),0.992094457
,tensor([0.9361]),0.888207495
,tensor([0.8573]),0.939300716
,tensor([0.9036]),0.716263115
,tensor([0.8403]),0.523886263
,tensor([0.9568]),0.955502093
,tensor([0.9238]),0.772996962
,tensor([0.9469]),0.983991683
,tensor([0.9254]),0.983234882
,tensor([0.5191]),0.729072928
,tensor([0.9296]),0.987363279
,tensor([0.8995]),0.951685488
,tensor([0.8078]),0.788398266
,tensor([0.8663]),0.96174401
,tensor([0.9384]),0.762851477
,tensor([0.8894]),0.93252182
,tensor([0.9629]),0.688783109
,tensor([0.8897]),0.939558983
,tensor([0.5787]),0.9154526
,tensor([0.8411]),0.712308407
,tensor([0.9129]),0.916106641
,tensor([0.8697]),0.580490112
,tensor([0.7713]),0.580064774
,tensor([0.8390]),0.569097459
,tensor([0.9406]),0.94322753
,tensor([0.9622]),0.955806494
,tensor([0.9338]),0.943810344
,tensor([0.8997]),0.82737267
,tensor([0.9192]),0.900441825
,tensor([0.9494]),0.940811336
,tensor([0.9503]),0.990883887
,tensor([0.8627]),0.988063276
,tensor([0.8774]),0.962666214
,tensor([0.9141]),0.860875249
,tensor([0.7638]),0.585421085
,tensor([0.8989]),0.731448531
,tensor([0.8523]),0.771832407
,tensor([0.8755]),0.862220526
,tensor([0.8501]),0.462739676
,tensor([0.8647]),0.729680836
,tensor([0.6971]),0.852834165
,tensor([0.8118]),0.6529544
,tensor([0.7724]),0.614270926
,tensor([0.9079]),0.926085234
,tensor([0.8226]),0.928141415
,tensor([0.6674]),0.922063768
,tensor([0.8104]),0.833079755
,tensor([0.8418]),0.899903238
,tensor([0.9043]),0.896090806
,tensor([0.7815]),0.831927001
,tensor([0.8358]),0.504485905
,tensor([0.9696]),0.99620688
,tensor([0.8269]),0.65850389
,tensor([0.7679]),0.828663588
,tensor([0.7915]),0.928812921
,tensor([0.7347]),0.788211823
,tensor([0.6625]),0.92943573
,tensor([0.6782]),0.725465477
,tensor([0.7336]),0.652350307
,tensor([0.7233]),0.831125021
,tensor([0.7444]),0.929940283
,tensor([0.7870]),0.838406444
,tensor([0.6843]),0.807064533
,tensor([0.7624]),0.86786145
,tensor([0.6985]),0.684708893
,tensor([0.7865]),0.798943043
,tensor([0.7297]),0.813785076
,tensor([0.7680]),0.771829426
,tensor([0.6335]),0.808055758
,tensor([0.8741]),0.967892587
,tensor([0.7230]),0.885176599
,tensor([0.5354]),0.613630772
,tensor([0.7580]),0.821540892
,tensor([0.7237]),0.826305449
,tensor([0.7315]),0.763187766
,tensor([0.7089]),0.775898576
,tensor([0.7557]),0.740965009
,tensor([0.7642]),0.825517774
,tensor([0.7427]),0.938131332
,tensor([0.7116]),0.670311332
,tensor([0.7258]),0.860370696
,tensor([0.7102]),0.806135595
,tensor([0.7484]),0.869659245
,tensor([0.7701]),0.761425197
,tensor([0.7492]),0.905319989
,tensor([0.8258]),0.842840254
,tensor([0.7351]),0.6172598
,tensor([0.6706]),0.915726602
,tensor([0.7433]),0.652596891
,tensor([0.7539]),0.836868823
,tensor([0.7866]),0.698771954
,tensor([0.6766]),0.876461506
,tensor([0.7619]),0.813823342
,tensor([0.7517]),0.922097743
,tensor([0.7732]),0.825991929
,tensor([0.7856]),0.589710414
,tensor([0.7047]),0.805898011
,tensor([0.6878]),0.727268398
,tensor([0.6069]),0.631407917
,tensor([0.6901]),0.878160954
,tensor([0.7238]),0.791891575
,tensor([0.7485]),0.672693849
,tensor([0.7192]),0.74112612
,tensor([0.7073]),0.808835924
,tensor([0.7185]),0.72192657
,tensor([0.7502]),0.792020321
,tensor([0.7555]),0.867697895
,tensor([0.8316]),0.912844181
,tensor([0.7220]),0.556667447
,tensor([0.7525]),0.926077247
,tensor([0.6979]),0.83012861
FAB_283,,
FAB_284,,
FAB_290,,
FAB_291,,
FAB_292,,
FAB_293,,
FAB_294,,
FAB_295,,
FAB_296,,
FAB_297,,
FAB_298,,
FAB_299,,
FAB_30,,
,tensor([0.6282]),0.459605545
,tensor([0.7159]),0.872550786
,tensor([0.8448]),0.753299892
,tensor([0.8036]),0.992361546
,tensor([0.8221]),0.77053827
,tensor([0.6264]),0.517787755
,tensor([0.7812]),0.953223169
,tensor([0.7989]),0.976306021
,tensor([0.9641]),0.960092127
,tensor([0.7035]),0.99460274
,tensor([0.7447]),0.966234028
,tensor([0.7720]),0.75402391
,tensor([0.7814]),0.95511502
,tensor([0.8255]),0.884738028
,tensor([0.6452]),0.446608573
,tensor([0.7506]),0.968692303
,tensor([0.7125]),0.951823592
,tensor([0.7061]),0.83538121
,tensor([0.8280]),0.870913386
,tensor([0.7106]),0.953867018
,tensor([0.6306]),0.528004646
,tensor([0.7900]),0.774670064
,tensor([0.7999]),0.995603919
,tensor([0.8151]),0.810031354
,tensor([0.7572]),0.878310382
FAB_300,,
FAB_301,,
FAB_302,,
FAB_303,,
FAB_304,,
FAB_305,,
FAB_306,,
FAB_307,,
FAB_308,,
FAB_309,,
FAB_310,,
,tensor([0.9556]),0.988163292
,tensor([0.9594]),0.975446403
FAB_311,,
FAB_312,,
FAB_313,,
FAB_314,,
FAB_315,,
FAB_316,,
FAB_317,,
FAB_318,,
FAB_319,,
FAB_320,,
FAB_321,,
FAB_322,,
FAB_323,,
FAB_324,,
FAB_325,,
FAB_326,,
FAB_327,,
FAB_328,,
FAB_329,,
FAB_330,,
FAB_331,,
FAB_332,,
FAB_333,,
FAB_334,,
FAB_335,,
FAB_336,,
FAB_337,,
FAB_338,,
FAB_339,,
FAB_340,,
FAB_341,,
FAB_342,,
FAB_343,,
FAB_344,,
FAB_345,,
FAB_346,,
FAB_347,,
FAB_348,,
FAB_349,,
FAB_350,,
FAB_351,,
FAB_352,,
FAB_353,,
FAB_354,,
FAB_355,,
FAB_356,,
FAB_357,,
FAB_358,,
FAB_359,,
FAB_36,,
,tensor([0.6879]),0.758436382
,tensor([0.7877]),0.914114654
,tensor([0.8033]),0.945819378
,tensor([0.8818]),0.863745809
,tensor([0.7320]),0.677380085
,tensor([0.7308]),0.676093698
,tensor([0.6401]),0.552409112
,tensor([0.7434]),0.672656417
,tensor([0.6179]),0.528804541
,tensor([0.5958]),0.526082158
,tensor([0.6252]),0.490263134
,tensor([0.6764]),0.873892546
,tensor([0.7464]),0.731796145
,tensor([0.6550]),0.590352356
,tensor([0.7182]),0.492450804
,tensor([0.7086]),0.800161719
,tensor([0.7833]),0.652744532
,tensor([0.6107]),0.676082015
,tensor([0.7282]),0.735476255
,tensor([0.6433]),0.847708225
,tensor([0.7255]),0.83313787
,tensor([0.6709]),0.844126642
,tensor([0.6885]),0.81552285
,tensor([0.7640]),0.923913836
,tensor([0.8137]),0.943662107
,tensor([0.8026]),0.948648572
,tensor([0.6520]),0.826594651
,tensor([0.7385]),0.586582363
,tensor([0.7335]),0.586601913
,tensor([0.8094]),0.918619752
,tensor([0.5837]),0.469219565
,tensor([0.7113]),0.575457454
,tensor([0.5870]),0.459846586
,tensor([0.7651]),0.559036076
,tensor([0.7360]),0.56339103
,tensor([0.6358]),0.480660945
,tensor([0.7087]),0.569996536
,tensor([0.6491]),0.459378719
,tensor([0.7311]),0.508717835
,tensor([0.6963]),0.662332416
,tensor([0.5736]),0.608624578
,tensor([0.7557]),0.557789743
,tensor([0.7384]),0.650186241
FAB_360,,
FAB_361,,
FAB_362,,
FAB_363,,
FAB_364,,
FAB_365,,
FAB_366,,
FAB_367,,
FAB_368,,
FAB_369,,
FAB_370,,
FAB_371,,
FAB_4,,
,tensor([0.7307]),0.665861368
,tensor([0.7661]),0.722376049
,tensor([0.7985]),0.908245683
,tensor([0.7462]),0.953167379
FAB_43,,
,tensor([0.6215]),0.429274976
,tensor([0.7270]),0.717324615
,tensor([0.6797]),0.680172026
,tensor([0.7203]),0.722605884
,tensor([0.6847]),0.68463695
,tensor([0.7146]),0.722068489
,tensor([0.6970]),0.718414009
,tensor([0.7139]),0.729314208
,tensor([0.7271]),0.71820879
,tensor([0.7012]),0.704111218
,tensor([0.7292]),0.734289825
,tensor([0.6626]),0.673383415
,tensor([0.6465]),0.671747625
,tensor([0.6895]),0.671389699
,tensor([0.6587]),0.667712033
,tensor([0.6750]),0.677856684
,tensor([0.5462]),0.536286831
,tensor([0.6350]),0.671136439
,tensor([0.6823]),0.740173101
,tensor([0.6243]),0.651151538
,tensor([0.6230]),0.716787279
,tensor([0.7170]),0.714967132
,tensor([0.5668]),0.561148584
,tensor([0.6521]),0.673688352
,tensor([0.7078]),0.763302803
,tensor([0.5207]),0.586115956
,tensor([0.6587]),0.650139511
,tensor([0.6996]),0.664651632
,tensor([0.6390]),0.670258939
,tensor([0.6714]),0.686954618
,tensor([0.6111]),0.591425061
,tensor([0.6762]),0.755476713
,tensor([0.5362]),0.54765743
,tensor([0.7061]),0.740284801
,tensor([0.5360]),0.566694498
,tensor([0.5596]),0.671669841
,tensor([0.6504]),0.678032696
,tensor([0.6967]),0.691582143
,tensor([0.7010]),0.682305753
,tensor([0.6920]),0.668509901
,tensor([0.5367]),0.571018219
,tensor([0.5919]),0.588919342
,tensor([0.6902]),0.635938466
,tensor([0.5570]),0.610096633
,tensor([0.5085]),0.586139023
,tensor([0.6648]),0.68307513
,tensor([0.7114]),0.721977174
,tensor([0.6715]),0.703294039
,tensor([0.6653]),0.714612782
,tensor([0.6462]),0.720110834
,tensor([0.6878]),0.667526722
,tensor([0.6770]),0.721794903
,tensor([0.5399]),0.630143642
,tensor([0.5038]),0.477243215
,tensor([0.4862]),0.590140224
,tensor([0.6379]),0.6613819
,tensor([0.5787]),0.687586069
,tensor([0.6217]),0.693000734
,tensor([0.7088]),0.721219242
,tensor([0.5441]),0.582309783
,tensor([0.7107]),0.688538134
,tensor([0.6451]),0.684494615
,tensor([0.7279]),0.707673371
,tensor([0.5163]),0.574750185
,tensor([0.7042]),0.714272082
,tensor([0.5505]),0.583287835
,tensor([0.6673]),0.675089359
,tensor([0.6361]),0.677305281
,tensor([0.5240]),0.583887219
,tensor([0.4322]),0.51546061
,tensor([0.7161]),0.725503266
,tensor([0.6822]),0.698580205
,tensor([0.6107]),0.665816307
,tensor([0.6509]),0.63875401
,tensor([0.6382]),0.664291739
,tensor([0.7091]),0.73228687
,tensor([0.6742]),0.659635782
,tensor([0.6175]),0.712462246
,tensor([0.5617]),0.526866198
,tensor([0.5404]),0.402499855
,tensor([0.5208]),0.367516369
,tensor([0.4662]),0.287370056
,tensor([0.5345]),0.468960494
,tensor([0.5863]),0.439053923
,tensor([0.4837]),0.414496243
,tensor([0.5853]),0.466137618
,tensor([0.5136]),0.302356333
,tensor([0.5779]),0.515243411
,tensor([0.4306]),0.371095777
,tensor([0.5895]),0.509887457
,tensor([0.4374]),0.369807631
,tensor([0.2953]),0.188044667
,tensor([0.3684]),0.324152291
,tensor([0.3929]),0.284365654
,tensor([0.3053]),0.19682695
,tensor([0.5578]),0.370086759
,tensor([0.4252]),0.383262396
,tensor([0.3286]),0.240101516
,tensor([0.6042]),0.416374713
,tensor([0.6058]),0.548459351
,tensor([0.4445]),0.412406325
,tensor([0.4322]),0.31673789
,tensor([0.4392]),0.383750856
,tensor([0.3580]),0.192966372
,tensor([0.4618]),0.496355593
,tensor([0.5624]),0.396685511
,tensor([0.3428]),0.275376737
,tensor([0.3482]),0.198750764
,tensor([0.5842]),0.556264281
,tensor([0.3884]),0.217497677
,tensor([0.6312]),0.360142916
